# id z use_grism1 OIII_flux OIII_error OIII_scale_to_photom OIII_EQW_obs OIII_EQW_obs_err HeI_flux HeI_error HeI_scale_to_photom HeI_EQW_obs HeI_EQW_obs_err SII_flux SII_error SII_scale_to_photom SII_EQW_obs SII_EQW_obs_err Ha_flux Ha_error Ha_scale_to_photom Ha_EQW_obs Ha_EQW_obs_err Hb_flux Hb_error Hb_scale_to_photom Hb_EQW_obs Hb_EQW_obs_err SIII_flux SIII_error SIII_scale_to_photom SIII_EQW_obs SIII_EQW_obs_err OII_flux OII_error OII_scale_to_photom OII_EQW_obs OII_EQW_obs_err OIIIx_flux OIIIx_error OIIIx_scale_to_photom OIIIx_EQW_obs OIIIx_EQW_obs_err HeII_flux HeII_error HeII_scale_to_photom HeII_EQW_obs HeII_EQW_obs_err Hg_flux Hg_error Hg_scale_to_photom Hg_EQW_obs Hg_EQW_obs_err Hd_flux Hd_error Hd_scale_to_photom Hd_EQW_obs Hd_EQW_obs_err MgII_flux MgII_error MgII_scale_to_photom MgII_EQW_obs MgII_EQW_obs_err uvj_flag sn_F160W sfr z_sfr
12891.0 1.50177 1.0 16.22 2.9 1.158 202.552592764 41.3107519876 0.04 0.16 1.243 0.775450980706 4.78860966436 0.0 0.0 1.319 0.0 0.00399717000364 6.38 1.78 1.306 159.179301055 51.3876175668 1.54 4.84 1.143 20.2456660684 31.9973458791 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 1.09 0.0 0.0119915100109 2.04 4.5 1.125 21.8485312399 27.0328607346 1.45 4.83 1.088 16.7321536352 39.1203028256 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 34.2178728746 -99.0 1.5018
13030.0 1.97576 1.0 12.13 2.32 1.222 93.0854638815 21.5306341909 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.21 3.62 1.184 10.3738204694 17.2762588381 -99.0 -99.0 -99.0 -99.0 -99.0 4.92 4.31 0.889 35.7488507138 26.0236040541 0.0 0.01 1.053 0.00672097212141 0.309164717585 0.74 1.62 1.138 4.87942576014 7.18135871172 0.24 1.08 1.048 1.66680108611 4.87942576014 1.68 2.98 0.986 10.4544721348 12.9949995967 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 75.4767580453 95.012 1.9758
13097.0 1.25692 1.0 13.32 3.16 1.693 345.368909842 113.637169239 8.09 1.83 1.402 219.414068731 57.7113942896 0.1 0.31 1.198 2.69393686972 10.7757474789 8.41 1.76 1.231 244.075997377 57.9063502472 1.37 4.18 1.753 40.7679492406 93.8668628042 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 40.77 31.28 1.83 1129.02539744 776.686812116 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 26.3903145475 11.594 1.2569
13106.0 1.60909 1.0 15.39 1.34 1.288 218.409483766 26.0550613432 0.07 0.37 1.291 1.31080185045 9.93449823502 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.71 1.49 1.288 60.3735401998 23.8014020214 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 1.286 0.0 0.0191637697435 0.05 0.24 1.287 0.601742369945 2.97038431024 1.23 3.45 1.286 17.327880602 24.20767394 0.0 0.0 1.285 0.0 0.0728223250252 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 58.584802996 -99.0 1.6091
13198.0 1.91392 1.0 7.98 1.2 1.225 202.064572809 38.2337195256 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.19 0.45 1.217 5.49431693389 13.8130079069 -99.0 -99.0 -99.0 -99.0 -99.0 0.01 0.03 1.148 0.147567537887 5.36734021524 0.37 0.79 1.189 8.10591917417 15.5700911487 0.75 1.13 1.208 17.3271743905 19.5303920492 0.27 0.58 1.187 6.70574346585 14.5851636284 0.0 0.0 1.173 0.0 0.0720678673402 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 42.0339272646 19.016 1.9139
13224.0 1.85337 1.0 5.48 2.4 1.123 131.938725086 57.3952904811 0.0 0.0 1.25 0.00350462786109 0.199763788082 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.36 2.1 1.101 35.9715003662 35.2845933055 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 0.922 0.0 0.0 0.0 0.0 1.024 0.0 1.62614732755 0.0 0.03 1.074 0.0315416507498 2.45674413062 0.0 0.0 1.021 0.0 3.41701216456 0.0 0.02 0.983 0.0105138835833 13.8888402135 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 42.5180518486 15.983 1.8534
13305.0 1.59348 1.0 9.13 2.11 1.025 133.434612952 37.5557166433 0.0 0.0 1.019 0.0 0.215926091584 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.12 2.72 1.026 50.3647608619 32.7667843978 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.17 0.55 1.03 2.18239585422 8.72572759381 0.0 0.0 1.028 0.0 0.011567469192 0.03 0.16 1.03 0.404861421719 5.83386029582 12.96 17.66 1.033 154.013140645 170.381109552 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 33.8331597118 -99.0 1.5935
13452.0 1.73738 1.0 5.02 1.57 0.981 72.3355909665 22.3681038073 1.89 1.58 1.131 34.3868954986 25.5645909592 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.04 2.59 0.956 32.3265312087 25.6193878818 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 0.868 0.00365312817366 0.0621031789521 0.47 1.41 0.925 6.00574271749 11.0945502634 1.1 3.7 0.864 15.8326575046 23.8037831795 0.59 2.23 0.821 7.32086886 17.5751996435 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 29.8683391485 72.117 1.7374
13602.0 1.59997 1.0 9.67 1.74 1.104 58.5506755847 10.7308930488 0.73 1.07 1.042 4.92697992669 5.46160148002 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 5.49 1.58 1.116 38.2235179637 11.1347438624 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.01 1.161 0.00384619822536 0.873086997158 0.0 0.0 1.131 0.0 0.042308180479 3.68 3.28 1.163 24.4002815417 18.1386708308 0.0 0.0 1.187 0.0 0.00384619822536 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 83.9492696526 60.832 1.6
13642.0 1.96388 1.0 15.92 1.2 1.484 401.807765497 52.0938769451 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.08 1.15 1.426 55.6668960957 28.2197659824 -99.0 -99.0 -99.0 -99.0 -99.0 1.96 3.08 1.0 28.8102082405 32.6835094538 0.45 0.77 1.234 8.04351053349 10.6313346019 0.0 0.0 1.358 0.0 0.0573572479318 0.02 0.13 1.225 0.441988204651 3.99476362066 0.23 0.57 1.136 3.76533462893 9.38971888201 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 42.9274688062 17.599 1.9639
13701.0 2.17879 1.0 9.22 3.16 1.234 58.7519150369 21.052035523 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.91 4.61 1.197 27.328008456 21.0268687142 -99.0 -99.0 -99.0 -99.0 -99.0 15.19 4.13 0.907 84.4409350728 25.2832052448 3.78 2.35 1.069 19.5829230619 11.045083192 0.0 0.0 1.152 0.0 0.00629170218857 0.0 0.01 1.063 0.00943755328285 1.06015181877 0.0 0.0 1.002 0.0 0.02202095766 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 61.966015492 89.449 2.1788
13761.0 2.14401 1.0 12.81 3.62 1.314 157.683976832 58.1264054504 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 1.354 0.0095419543831 1.60940963928 -99.0 -99.0 -99.0 -99.0 -99.0 3.61 9.36 1.767 85.2541817615 106.402333326 0.0 0.0 1.509 0.0 0.0826969379868 0.0 0.0 1.404 0.0 0.00636130292206 0.51 1.55 1.517 7.67173132401 24.898139637 0.0 0.0 1.605 0.00318065146103 0.776078956492 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 19.7492506286 47.358 2.144
13856.0 1.5118 1.0 3.47 1.53 1.062 57.3532924596 25.0099530217 0.14 0.41 1.164 2.82267696473 6.92332192054 0.62 1.32 1.258 15.2480293017 30.3925471773 2.55 1.09 1.241 68.5404888924 29.6201926905 0.68 1.76 1.044 11.250895772 17.9353451708 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 0.98 0.0 0.00398120869496 0.23 0.42 1.022 3.35217772116 7.56827772912 0.38 1.06 0.978 6.20670435544 17.4337128752 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 41.8888138711 10.704 1.5118
13872.0 1.74286 1.0 8.0 0.95 1.297 204.184683141 29.141115478 0.3 0.93 1.363 10.2885309494 20.0557082753 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.85 1.21 1.285 51.7233836215 29.7208023742 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.19 0.4 1.243 4.3531204655 9.88019804146 0.56 2.09 1.271 11.9182167519 19.5343546517 0.0 0.01 1.241 0.0510416134983 0.4302078852 0.64 1.46 1.219 13.063007226 23.3843506413 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 34.4988686693 6.159 1.7429
13888.0 1.70067 1.0 6.11 2.56 0.829 44.0520315329 17.9881288717 0.0 0.0 0.892 0.0 0.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.83 1.98 0.818 6.80942136581 10.7195621827 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.62 1.81 0.778 3.76943499206 8.78670848345 0.1 0.49 0.804 0.592445578319 3.61762081261 0.02 0.08 0.776 0.10738076107 1.35892204527 0.37 1.47 0.756 2.23277927329 9.66056571147 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 39.4103654861 9.1093 1.7007
13890.0 1.52187 1.0 9.28 3.19 0.869 19.4498526887 6.844127572 0.0 0.01 0.923 0.00396531145539 0.0237918687323 8.68 13.99 0.97 17.8518321722 21.9717907743 22.98 3.04 0.962 48.6979899836 6.9948094073 2.92 4.8 0.86 6.51104140975 6.74102947416 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.47 2.36 0.826 3.56084968694 5.16680082637 0.58 1.12 0.848 1.14597501061 1.9905863506 1.65 2.83 0.824 4.31425886346 7.27634652064 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.0 137.908839552 181.91 1.5219
14171.0 2.08022 1.0 6.54 1.36 1.195 114.855432404 28.1018888261 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.01 1.126 0.0422047775808 1.14926855874 -99.0 -99.0 -99.0 -99.0 -99.0 5.5 2.6 0.659 59.2392751167 26.6377076962 0.0 0.0 0.905 0.0 0.110381725981 0.0 0.0 1.045 0.0 0.0162326067619 0.09 0.25 0.895 1.18173377226 3.95101648584 1.02 1.5 0.799 10.5998922155 13.8691392173 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 33.4701234097 26.461 2.0802
14188.0 1.25466 1.0 11.51 2.48 1.551 187.97512707 52.1985576539 2.47 1.48 1.513 50.0873745931 27.0195949722 1.24 2.54 1.481 30.7230358458 31.4459829863 11.87 1.16 1.487 321.449797309 41.6736891593 0.58 1.87 1.558 9.93497910993 27.4453797912 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 1.567 0.0 0.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 42.002454067 6.8302 1.2547
14214.0 1.40128 1.0 18.79 1.54 1.076 133.562100213 13.4886393923 0.29 0.32 1.151 2.84848081023 3.50646321962 3.97 1.02 1.218 50.4147787846 13.3470482409 21.95 1.06 1.206 296.725079957 20.8888592751 5.66 1.63 1.062 44.5304171109 12.9347681237 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.99 1.04 1.046 5.93017057569 5.98430836887 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 92.8882522815 8.7096 1.4013
14284.0 1.67915 1.0 5.5 1.55 0.983 104.9362671 31.04716048 0.08 0.35 0.872 1.72069499655 7.01715096206 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.04 0.29 1.005 0.746505421496 7.07687139578 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 1.089 0.0 0.00746505421496 0.01 0.14 1.033 0.153033611407 5.45322210403 0.0 0.0 1.094 0.0 0.343392493888 0.0 0.0 1.141 0.0 0.0447903252897 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 25.1576880877 11.526 1.6791
14291.0 1.40488 1.0 12.82 1.75 1.171 141.429094175 22.0094141911 0.69 0.9 1.174 8.8112504574 8.66571305013 1.35 0.96 1.177 21.0655001497 13.2231130036 13.7 1.07 1.177 228.90955058 22.8285818835 4.32 1.58 1.171 52.8009713582 19.7598216959 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.01 1.17 0.0332656930907 0.390871893816 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 50.5876864069 19.874 1.4049
14295.0 1.57153 1.0 11.57 4.18 1.24 164.750168188 68.9861677678 0.21 0.69 1.486 4.18039066237 15.0727387975 -99.0 -99.0 -99.0 -99.0 -99.0 0.06 0.23 1.684 1.76159718144 12.6500565811 0.25 1.14 1.2 3.93928906138 15.9204831365 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.01 0.05 1.062 0.0933296519971 1.88992545294 5.18 5.11 1.151 59.7970857816 49.7797031339 0.09 0.28 1.055 1.13162203046 6.11698094131 0.0 0.0 0.99 0.0 0.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 22.3948830903 5.068 1.5715
14302.0 1.84624 1.0 9.21 1.57 1.001 225.61344089 50.2382090056 0.0 0.0 0.978 0.0 0.00351340716173 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.6 1.05 1.005 16.6816572039 22.33121592 -99.0 -99.0 -99.0 -99.0 -99.0 7.86 14.73 1.044 181.959356906 372.178734049 0.04 0.2 1.021 0.794030018551 9.60565518017 0.05 0.13 1.01 1.07861599865 4.85904210467 0.0 0.0 1.021 0.00351340716173 2.34344257687 0.23 0.8 1.03 4.92228343358 19.4467086402 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 34.1875862928 9.2864 1.8462
14628.0 2.29202 1.0 7.62 1.77 1.324 243.652833215 77.4509267866 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 1.252 0.0 0.0394894320205 -99.0 -99.0 -99.0 -99.0 -99.0 3.15 3.32 0.758 56.852631515 44.8235429918 0.14 0.71 1.02 3.00119683356 16.0296717517 0.0 0.0 1.168 0.0 0.118468296061 0.24 0.72 1.01 5.64698877893 19.841920766 0.0 0.0 0.908 0.00303764861696 0.285538969994 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 30.8963227913 7.519 2.292
14655.0 2.05873 1.0 6.86 1.38 0.607 109.048526676 24.5330578377 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.6 0.71 0.609 10.8868713486 13.56118389 -99.0 -99.0 -99.0 -99.0 -99.0 1.47 3.77 0.627 27.6323833748 34.6025965025 0.03 0.14 0.616 0.464244964413 3.25625341236 0.0 0.0 0.612 0.0 0.00326933073531 0.0 0.0 0.617 0.0 0.0228853151471 0.0 0.0 0.621 0.0 0.0294239766177 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 32.7080936417 21.192 2.0587
14737.0 1.85052 1.0 8.62 1.63 0.879 83.8268105468 18.2563181455 2.42 4.73 1.038 36.1828718971 32.2151747751 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.07 0.27 0.852 0.75074021582 4.37814854834 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 0.646 0.0 0.0140325273985 0.0 0.0 0.761 0.0 0.115768351038 0.01 0.06 0.82 0.101735823639 0.880541094256 0.57 1.4 0.757 4.56057140452 7.66526809144 0.21 0.52 0.713 1.4067608717 3.48708305853 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 55.2941464305 -99.0 1.8505
14903.0 2.04348 1.0 7.42 1.28 1.523 255.710568165 71.9209589023 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.66 2.26 1.568 26.170699331 36.7112647364 -99.0 -99.0 -99.0 -99.0 -99.0 5.23 2.23 2.047 245.485431151 146.529630554 0.0 0.0 1.748 0.0 0.0295714116735 0.6 1.01 1.627 20.2038455978 24.6789858977 0.0 0.0 1.758 0.0 0.703142455347 0.0 0.0 1.86 0.0 0.0131428496327 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 23.1238599289 8.4623 2.0435
14919.0 1.25805 1.0 7.32 2.79 1.212 87.9519939771 36.0488031709 2.15 1.38 1.172 31.9080622661 18.9189787649 1.33 1.68 1.14 23.6664378557 22.302429087 6.52 1.18 1.145 125.989238502 24.8001594296 1.14 2.79 1.219 15.21666925 26.8018865836 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.66 12.57 1.228 39.4278248932 105.329819977 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 52.9525216755 6.5442 1.258
15016.0 1.51557 1.0 5.76 1.99 1.29 133.822553139 50.7717932715 1.81 1.32 1.313 53.8645316966 36.2343325767 0.0 0.0 1.334 0.0119257265749 1.52251775939 5.82 1.28 1.33 232.456262398 71.8922550356 0.19 0.43 1.285 4.92930031762 15.6545037506 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 1.27 0.0 0.0596286328745 0.48 1.21 1.28 9.60020989279 22.5992518594 0.0 0.0 1.269 0.0 0.246465015881 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 24.2016611172 7.6663 1.5156
15057.0 1.43513 1.0 10.24 3.96 1.156 61.3314278909 22.4875058005 0.06 0.2 1.021 0.38190979537 1.55638508006 0.0 0.0 0.921 0.0 0.0164262277579 23.27 3.91 0.937 182.257210087 31.2878573218 6.84 4.5 1.182 45.8373885583 24.7748580158 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 1.286 0.0 0.0123196708184 0.0 0.0 1.216 0.0 0.00410655693947 8.87 28.93 1.291 56.8552808269 190.203397765 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 64.5490924068 27.759 1.4351
15079.0 1.9256 1.0 6.65 1.11 1.129 73.8856986601 12.7905386929 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.14 1.64 1.103 13.9356029532 12.3769483183 -99.0 -99.0 -99.0 -99.0 -99.0 0.74 1.85 0.892 6.63111840306 16.0035548264 0.0 0.02 1.011 0.0307629204266 0.622094613071 0.36 0.61 1.071 3.41126606508 4.88446814329 0.58 0.78 1.007 5.49972655182 6.24145474433 0.62 1.07 0.963 5.096390484 6.58668307356 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 67.5075690163 -99.0 1.9256
15103.0 1.21333 1.0 15.18 3.82 1.059 353.494508275 131.046884107 0.0 0.0 1.001 0.0 0.0451807909349 0.34 1.09 0.954 11.4668847393 23.5030474443 2.83 1.69 0.962 110.006189768 62.5256965748 0.0 0.0 1.07 0.0 0.212349717394 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 18.6546377235 -99.0 1.2133
15113.0 1.94174 1.0 4.16 1.32 1.314 139.842406195 50.7284804232 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.05 1.13 1.323 110.788172986 44.4838768892 -99.0 -99.0 -99.0 -99.0 -99.0 1.27 3.67 1.405 40.6018206912 67.3546948405 0.44 1.1 1.356 12.2138598245 27.6605002482 0.0 0.01 1.334 0.0407921842175 1.71667108582 0.0 0.0 1.357 0.0 0.373928355327 0.0 0.0 1.375 0.00339934868479 0.744457361969 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 20.7406023503 -99.0 1.9417
15163.0 1.90955 1.0 10.85 1.18 1.099 257.675585572 39.7655994913 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.71 1.04 1.076 45.7459057243 24.8595143579 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 0.897 0.0 0.027495660841 0.11 0.35 0.999 2.06904847829 7.60942413775 0.0 0.0 1.05 0.0 0.0309326184462 1.27 1.17 0.996 26.3442800433 19.7968758055 0.8 1.52 0.958 14.3114914678 20.2127476758 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 49.2542493768 5.5595 1.9095
15164.0 2.16768 1.0 9.57 1.47 1.609 314.05950096 97.2888675624 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.67 1.41 1.576 23.9197141125 40.0166683503 -99.0 -99.0 -99.0 -99.0 -99.0 4.45 2.11 1.311 112.54293363 64.3941307203 0.02 0.11 1.462 0.602964945954 7.48813011415 0.0 0.0 1.536 0.0 0.0947065360137 0.52 1.05 1.457 14.1459995959 22.562253763 0.0 0.0 1.401 0.0 0.0505101525407 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 32.3051622242 33.241 2.1677
15320.0 1.25692 1.0 30.94 3.41 1.115 166.802545061 21.1970295801 0.0 0.01 1.047 0.00886163443986 0.190525140457 2.13 1.51 0.994 10.5054676284 6.83232015313 16.49 1.33 1.003 86.1661024759 7.49694273612 0.05 0.16 1.128 0.265849033196 2.33947149212 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 6.03 17.96 1.144 30.1339879127 94.0529571274 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.0 116.452110615 26.174 1.2569
15455.0 1.8363 1.0 4.41 1.52 1.174 80.795402461 30.9663998872 0.0 0.0 1.458 0.0 0.0141028805133 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.67 1.38 1.128 33.0395233226 22.966540916 -99.0 -99.0 -99.0 -99.0 -99.0 17.34 29.39 0.787 231.012234249 287.381447661 0.99 1.14 0.974 13.9089659063 13.8666572647 0.32 0.54 1.073 4.81613369531 7.12548037937 0.0 0.0 0.967 0.00352572012834 0.2115432077 0.0 0.0 0.895 0.0 0.141028805133 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 25.5511012957 -99.0 1.8363
15462.0 1.83346 1.0 10.32 1.67 1.249 186.125796729 36.1042682798 0.95 1.83 1.359 22.1213639861 31.2338977787 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.79 1.89 1.23 15.3451963324 23.441304977 -99.0 -99.0 -99.0 -99.0 -99.0 29.69 58.58 1.07 441.559083241 456.590175969 0.28 0.68 1.162 4.10805164004 7.90905818328 0.0 0.0 1.207 0.0 0.00352925398629 0.0 0.02 1.159 0.0670558257396 1.28111919702 0.37 1.33 1.125 5.20212037579 12.613553747 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 26.8850941207 -99.0 1.8335
15509.0 1.33965 1.0 6.35 1.89 1.18 104.669501849 37.3175474964 0.0 0.0 1.299 0.0 0.123950163486 0.42 0.63 1.407 12.3693714872 18.7549419785 5.22 0.96 1.388 169.059474708 38.916077191 0.45 0.7 1.159 8.42433697348 14.4679759793 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.33 1.21 1.134 4.60752676682 19.0584061719 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 49.4392478603 -99.0 1.3397
